2023-07-16 13:47:54,843 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2023-07-16 13:47:54,869 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2023-07-16 13:47:54,871 INFO  Logger.cs: 73 - Commit version 1.6.0-4-g7f85cfe
2023-07-16 13:47:54,871 INFO  Logger.cs: 74 - Build version 1.6.7995.38578
2023-07-16 13:47:54,887 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2023-07-16 13:47:54,887 INFO  SwAddin.cs: 197 - Setting up callbacks
2023-07-16 13:47:54,888 INFO  SwAddin.cs: 201 - Setting up command manager
2023-07-16 13:47:54,889 INFO  SwAddin.cs: 204 - Adding command manager
2023-07-16 13:47:54,891 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2023-07-16 13:47:54,891 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2023-07-16 13:47:54,892 INFO  SwAddin.cs: 210 - Adding event handlers
2023-07-16 13:47:54,906 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2023-07-16 13:58:04,943 INFO  SwAddin.cs: 294 - Assembly export called for file 关节简化整体模型.SLDASM
2023-07-16 13:58:04,944 INFO  SwAddin.cs: 299 - Save is required
2023-07-16 13:58:04,944 INFO  SwAddin.cs: 313 - Saving assembly
2023-07-16 13:58:07,512 INFO  SwAddin.cs: 316 - Opening property manager
2023-07-16 13:58:07,524 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 关节简化整体模型.SLDASM
2023-07-16 13:58:07,530 INFO  ExportHelperExtension.cs: 1136 - Found 60 in 关节简化整体模型.SLDASM
2023-07-16 13:58:07,531 INFO  ExportHelperExtension.cs: 1145 - Found 5 features of type [CoordSys] in 关节简化整体模型.SLDASM
2023-07-16 13:58:07,531 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2023-07-16 13:58:07,532 INFO  ExportHelperExtension.cs: 1160 - 6 components to check
2023-07-16 13:58:07,533 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from EXO-up-1
2023-07-16 13:58:07,534 INFO  ExportHelperExtension.cs: 1136 - Found 359 in EXO-up-1
2023-07-16 13:58:07,536 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in EXO-up-1
2023-07-16 13:58:07,536 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 1EXO-middle-left-1
2023-07-16 13:58:07,537 INFO  ExportHelperExtension.cs: 1136 - Found 46 in 1EXO-middle-left-1
2023-07-16 13:58:07,537 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 1EXO-middle-left-1
2023-07-16 13:58:07,537 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 1EXO-foot--left-1
2023-07-16 13:58:07,538 INFO  ExportHelperExtension.cs: 1136 - Found 38 in 1EXO-foot--left-1
2023-07-16 13:58:07,538 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 1EXO-foot--left-1
2023-07-16 13:58:07,538 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 1EXO-foot-right-1
2023-07-16 13:58:07,539 INFO  ExportHelperExtension.cs: 1136 - Found 37 in 1EXO-foot-right-1
2023-07-16 13:58:07,539 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 1EXO-foot-right-1
2023-07-16 13:58:07,539 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 支撑架_-把手连接块右-1
2023-07-16 13:58:07,540 INFO  ExportHelperExtension.cs: 1136 - Found 51 in 支撑架_-把手连接块右-1
2023-07-16 13:58:07,544 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 支撑架_-把手连接块右-1
2023-07-16 13:58:07,544 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 1EXO-middle-right-1
2023-07-16 13:58:07,637 INFO  ExportHelperExtension.cs: 1136 - Found 46 in 1EXO-middle-right-1
2023-07-16 13:58:07,638 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 1EXO-middle-right-1
2023-07-16 13:58:07,638 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 关节简化整体模型.SLDASM
2023-07-16 13:58:07,639 INFO  ExportHelperExtension.cs: 1136 - Found 60 in 关节简化整体模型.SLDASM
2023-07-16 13:58:07,639 INFO  ExportHelperExtension.cs: 1145 - Found 4 features of type [RefAxis] in 关节简化整体模型.SLDASM
2023-07-16 13:58:07,639 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2023-07-16 13:58:07,640 INFO  ExportHelperExtension.cs: 1160 - 6 components to check
2023-07-16 13:58:07,640 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from EXO-up-1
2023-07-16 13:58:07,641 INFO  ExportHelperExtension.cs: 1136 - Found 359 in EXO-up-1
2023-07-16 13:58:07,642 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in EXO-up-1
2023-07-16 13:58:07,643 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 1EXO-middle-left-1
2023-07-16 13:58:07,643 INFO  ExportHelperExtension.cs: 1136 - Found 46 in 1EXO-middle-left-1
2023-07-16 13:58:07,643 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in 1EXO-middle-left-1
2023-07-16 13:58:07,644 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 1EXO-foot--left-1
2023-07-16 13:58:07,644 INFO  ExportHelperExtension.cs: 1136 - Found 38 in 1EXO-foot--left-1
2023-07-16 13:58:07,644 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in 1EXO-foot--left-1
2023-07-16 13:58:07,645 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 1EXO-foot-right-1
2023-07-16 13:58:07,645 INFO  ExportHelperExtension.cs: 1136 - Found 37 in 1EXO-foot-right-1
2023-07-16 13:58:07,646 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in 1EXO-foot-right-1
2023-07-16 13:58:07,646 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 支撑架_-把手连接块右-1
2023-07-16 13:58:07,646 INFO  ExportHelperExtension.cs: 1136 - Found 51 in 支撑架_-把手连接块右-1
2023-07-16 13:58:07,647 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in 支撑架_-把手连接块右-1
2023-07-16 13:58:07,647 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 1EXO-middle-right-1
2023-07-16 13:58:07,647 INFO  ExportHelperExtension.cs: 1136 - Found 46 in 1EXO-middle-right-1
2023-07-16 13:58:07,648 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in 1EXO-middle-right-1
2023-07-16 13:58:07,926 INFO  SwAddin.cs: 339 - Loading config tree
2023-07-16 13:58:07,930 INFO  ExportPropertyManagerExtension.cs: 520 - Starting new configuration
2023-07-16 13:58:07,936 INFO  SwAddin.cs: 344 - Showing property manager
2023-07-16 13:58:48,603 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-07-16 13:59:15,695 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-07-16 13:59:16,665 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-07-16 13:59:54,282 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-07-16 13:59:57,213 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-07-16 14:00:03,938 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-07-16 14:00:13,232 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-07-16 14:00:33,306 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-07-16 14:00:36,410 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-07-16 14:00:43,714 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-07-16 14:01:31,620 INFO  ExportPropertyManager.cs: 1030 - OnGroupExpand called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-07-16 14:01:33,177 INFO  ExportPropertyManager.cs: 1030 - OnGroupExpand called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-07-16 14:01:44,345 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-07-16 14:01:46,388 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-07-16 14:01:48,803 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-07-16 14:01:55,366 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-07-16 14:02:10,325 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-07-16 14:02:12,411 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
